Date,Time,SM_4,SM_INI,ST_4,temp,humidity,precip,windspeed,cloudcover,conditions
27-06-2022,23:00,22.1,22,26.3,23,63.31,0,6.8,7.8,Clear
28-06-2022,00:00,22.6,22.5,26,22.9,62.57,0,9.4,14.2,Clear
28-06-2022,01:00,21.4,22.5,25.8,22.8,60.72,0,13.2,0,Clear
28-06-2022,02:00,21.3,22.1,25.6,21.2,67.88,0,9,0,Clear
28-06-2022,03:00,21.8,22.6,25.3,20.3,69.21,0,9.5,0,Clear
28-06-2022,04:00,21.5,21.4,25.1,20,70.71,0,9.5,0,Clear
28-06-2022,05:00,21.7,21.3,24.9,19.6,71.2,0,8.9,0,Clear
28-06-2022,06:00,21.6,21.8,24.7,19.3,71.63,0,6.5,25.3,Partially cloudy
28-06-2022,07:00,22,21.5,24.6,20.9,64.33,0,14.2,25.3,Partially cloudy
28-06-2022,08:00,21.8,21.7,24.5,22.2,60.3,0,10,87.1,Partially cloudy
28-06-2022,09:00,22,21.6,24.5,22.9,59.54,0,9.3,90.3,Overcast
28-06-2022,10:00,21.6,22,24.6,24.8,54.29,0,10.8,90.3,Overcast
28-06-2022,11:00,21.6,21.8,24.8,26.7,50.16,0,9,80.3,Partially cloudy
28-06-2022,12:00,21.4,22,25.1,28.2,47.3,0,0.9,42.3,Partially cloudy
28-06-2022,13:00,22.2,21.6,25.5,29.4,45.3,0,5.8,80.3,Partially cloudy
28-06-2022,14:00,21.2,21.6,26,30.3,40.14,0,4.4,80.3,Partially cloudy
28-06-2022,15:00,22.4,21.4,26.5,31.3,37.84,0,9.2,50,Partially cloudy
28-06-2022,16:00,21.5,22.2,26.9,31.5,36.23,0,9.5,14.2,Clear
28-06-2022,17:00,21.7,21.2,27.1,31.2,38.22,0,10.3,31.2,Partially cloudy
28-06-2022,18:00,21.6,22.4,27.2,31.3,39.2,0,14.9,14.2,Clear
28-06-2022,19:00,21.8,21.5,27.2,30.1,43.5,0,12.6,69.2,Partially cloudy
28-06-2022,20:00,22.3,21.7,27,28.5,46.9,0,10.1,19.1,Clear
28-06-2022,21:00,21.6,21.6,26.9,26.4,65.1,0,11.1,85.2,Partially cloudy
28-06-2022,22:00,22.1,21.8,26.7,25.4,72.85,0,8.8,50,Partially cloudy
28-06-2022,23:00,21.7,22.3,26.4,24.1,76.73,0,3.2,7.8,Clear
29-06-2022,00:00,21.1,21.6,26.3,23.5,77.56,0,2.7,24.8,Partially cloudy
29-06-2022,01:00,21.1,22.1,26.1,22.8,80.74,0,2.7,0,Clear
29-06-2022,02:00,22.1,21.7,25.8,21.9,85.49,0,2.2,0,Clear
29-06-2022,03:00,21.7,21.1,25.7,21.7,88.8,0,2.7,0,Clear
29-06-2022,04:00,22.2,21.1,25.5,21.8,89.14,0,2.7,30.9,Partially cloudy
29-06-2022,05:00,22,22.1,25.3,21,92.29,0,6,0,Clear
29-06-2022,06:00,21.9,21.7,25.2,21.3,92.66,0,2.1,7.8,Clear
29-06-2022,07:00,22,22.2,25,22.6,90.35,0,1.5,80.3,Partially cloudy
29-06-2022,08:00,21.3,22,25,24.2,82.87,0,2.2,96.8,Overcast
29-06-2022,09:00,21.3,21.9,25.1,25.4,80.54,0,9.8,96.1,Overcast
29-06-2022,10:00,21.1,22,25.2,26.5,73.97,0,0.7,96.8,Overcast
29-06-2022,11:00,21.7,21.3,25.5,27.9,68,0,0.9,96.8,Overcast
29-06-2022,12:00,21,21.3,26,29.4,60.34,0,3.9,89,Partially cloudy
29-06-2022,13:00,22,21.1,26.5,29.7,59.93,0,5.2,92,Overcast
29-06-2022,14:00,21.9,21.7,26.9,31.9,53.04,0,3.2,34,Partially cloudy
29-06-2022,15:00,21.9,21,27.2,32.2,50.3,0,12,53.8,Partially cloudy
29-06-2022,16:00,21.9,22,27.5,32.2,50.59,0,11.1,51,Partially cloudy
29-06-2022,17:00,21.7,21.9,27.7,32,50.77,0,14,92,Overcast
29-06-2022,18:00,21.8,21.9,27.8,30.5,58.31,0.228,10.4,74.1,"Rain, Partially cloudy"
29-06-2022,19:00,21.7,21.9,27.7,30.8,58.56,0,13.4,37.3,Partially cloudy
29-06-2022,20:00,21.7,21.7,27.6,29,66.12,0,8.4,25.3,Partially cloudy
29-06-2022,21:00,21.5,21.8,27.4,27.6,71.7,0,7.8,55.2,Partially cloudy
29-06-2022,22:00,21.5,21.7,27.3,27.2,73.53,0,6,50.3,Partially cloudy
29-06-2022,23:00,21.9,21.7,27.1,26.1,79.45,0,5.4,28.5,Partially cloudy
30-06-2022,00:00,22,21.5,26.9,24.5,88.47,0,0,28.5,Partially cloudy
30-06-2022,01:00,22,21.5,26.7,24.3,90.07,0,8.1,85.8,Partially cloudy
30-06-2022,02:00,21.2,21.9,26.6,24.6,84.69,0,4.9,12.6,Clear
30-06-2022,03:00,21.2,22,26.4,23.7,87.28,0,8.1,17,Clear
30-06-2022,04:00,22.1,22,26.3,22.8,92.5,0,2.9,7.8,Clear
30-06-2022,05:00,20.9,21.2,26.1,22.4,94.52,0,0,0,Clear
30-06-2022,06:00,22.2,21.2,26,22.2,95.8,0,1.5,14.2,Clear
30-06-2022,07:00,21.8,22.1,25.8,23.9,90.61,0,8.1,14.2,Clear
30-06-2022,08:00,21.3,20.9,25.8,25.9,77.35,0,12.1,25.3,Partially cloudy
30-06-2022,09:00,21.8,22.2,25.7,27.4,71.3,0,10.7,50,Partially cloudy
30-06-2022,10:00,21.8,21.8,25.8,28.5,65.95,0,14.8,53.8,Partially cloudy
30-06-2022,11:00,22.2,21.3,26.1,28.7,65.45,0,11.3,90,Partially cloudy
30-06-2022,12:00,21,21.8,26.4,30.5,55.79,0,12.5,51,Partially cloudy
30-06-2022,13:00,21.2,21.8,26.7,31.5,52.02,0,13.7,36.1,Partially cloudy
30-06-2022,14:00,22,22.2,27,31.9,47.4,0,17.7,50,Partially cloudy
30-06-2022,15:00,21.8,21,27.4,32.5,48.92,0,11.2,36.1,Partially cloudy
30-06-2022,16:00,21.9,21.2,27.7,32.8,48.01,0,14.3,36.1,Partially cloudy
30-06-2022,17:00,21.7,22,28,33.2,45.79,0,18,19.1,Clear
30-06-2022,18:00,21.9,21.8,28.1,31.8,51.53,0,16.5,61.1,Partially cloudy
30-06-2022,19:00,21.9,21.9,28.1,30.2,58.27,0,13.6,47.2,Partially cloudy
30-06-2022,20:00,21.6,21.7,28,28.7,65.81,0,14.4,56.2,Partially cloudy
30-06-2022,21:00,21.6,21.9,27.8,27.6,67.5,0,8.6,25.3,Partially cloudy
30-06-2022,22:00,21.6,21.9,27.6,25.9,76.62,0,2.2,19.1,Clear
30-06-2022,23:00,21.9,21.6,27.4,25,80.27,0,2.7,14.2,Clear
01-07-2022,00:00,21.6,21.6,27.2,24.5,83.37,0,2.2,14.2,Clear
01-07-2022,01:00,21.8,21.6,27,23.8,87.49,0,6,0,Clear
01-07-2022,02:00,21.9,21.9,26.8,23.3,90.95,0,5.5,0,Clear
01-07-2022,03:00,21.4,21.6,26.6,22.7,93.86,0,1.5,0,Clear
01-07-2022,04:00,20.9,21.8,26.4,22.9,94.22,0,0,0,Clear
01-07-2022,05:00,22.2,21.9,26.2,22.3,95.89,0,0,0,Clear
01-07-2022,06:00,21.8,21.4,26,22.4,96.46,0,0,14.2,Clear
01-07-2022,07:00,21.1,20.9,25.9,23.9,90.97,0,2.1,19.1,Clear
01-07-2022,08:00,21.5,22.2,25.8,26.2,78.65,0,0.7,14.2,Clear
01-07-2022,09:00,21.1,21.8,25.8,27.7,68.94,0,8.2,92,Overcast
01-07-2022,10:00,20.9,21.1,25.9,28.1,66.42,0,8.2,87.1,Partially cloudy
01-07-2022,11:00,21.5,21.5,26.2,29.8,59.24,0,5.2,74.1,Partially cloudy
01-07-2022,12:00,21.5,21.1,26.6,31.1,49.13,0,7.6,22.9,Partially cloudy
01-07-2022,13:00,21.9,20.9,27,31.8,48.26,0,10,25.3,Partially cloudy
01-07-2022,14:00,21.3,21.5,27.6,33.4,43.64,0,12.7,19.1,Clear
01-07-2022,15:00,21.5,21.5,28.1,33.7,41.88,0,9.2,30.2,Partially cloudy
01-07-2022,16:00,21.8,21.9,28.5,34,39.56,0,9.6,35.1,Partially cloudy
01-07-2022,17:00,21.8,21.3,28.8,34,42.05,0,10.8,31.2,Partially cloudy
01-07-2022,18:00,21.6,21.5,28.9,31.6,52.69,0,26.3,42.3,Partially cloudy
01-07-2022,19:00,22.1,21.8,28.8,29.4,62.03,0,15.3,19.1,Clear
01-07-2022,20:00,21.6,21.8,28.6,28.4,65.85,0,7.4,45.1,Partially cloudy
01-07-2022,21:00,21.6,21.6,28.4,27.5,68.05,0,6.4,50,Partially cloudy
01-07-2022,22:00,21.7,22.1,28.2,26.8,72.87,0,8.6,55.5,Partially cloudy
01-07-2022,23:00,21.7,21.6,28,25.7,77.96,0,3.1,55.7,Partially cloudy
02-07-2022,00:00,21.8,21.6,27.8,25.8,77.14,0,8.3,89.4,Partially cloudy
02-07-2022,01:00,21.6,21.7,27.6,24.8,81.79,0,3,0,Clear
02-07-2022,02:00,21.5,21.7,27.4,24.3,85.13,0,0,0,Clear
02-07-2022,03:00,21.8,21.8,27.2,23.4,90.87,0,2.1,0,Clear
02-07-2022,04:00,21.3,21.6,27,23.3,91.72,0,4.7,0,Clear
02-07-2022,05:00,21.3,21.5,26.9,23.4,94.03,0,9,25.3,Partially cloudy
02-07-2022,06:00,21.3,21.8,26.7,23,95.8,0,5.8,7.8,Clear
02-07-2022,07:00,21.4,21.3,26.6,24.4,87.37,0,1.9,43,Partially cloudy
02-07-2022,08:00,21.5,21.3,26.4,25.8,82.48,0,0.7,43.5,Partially cloudy
02-07-2022,09:00,21.3,21.3,26.4,27.9,71.06,0,3.2,38.7,Partially cloudy
02-07-2022,10:00,21.7,21.4,26.5,29.1,64.81,0,5.6,7.8,Clear
02-07-2022,11:00,21.5,21.5,26.8,30.6,59.53,0,3.4,64.9,Partially cloudy
02-07-2022,12:00,21.2,21.3,27.2,31.6,54.43,0,10,64.9,Partially cloudy
02-07-2022,13:00,21.4,21.7,27.5,32,52.22,0,9.3,89,Partially cloudy
02-07-2022,14:00,21.6,21.5,27.9,31.1,58.43,0,16.1,85.2,Partially cloudy
02-07-2022,15:00,21.5,21.2,28.3,32.5,53.32,0,12.5,47.2,Partially cloudy
02-07-2022,16:00,21.5,21.4,28.6,32.5,52.93,0,12.6,69.2,Partially cloudy
02-07-2022,17:00,21.6,21.6,28.8,33.5,47.05,0,16,19.1,Clear
02-07-2022,18:00,21.9,21.5,29,33.2,48.15,0,9.5,14.2,Clear
02-07-2022,19:00,21.7,21.5,28.9,31.3,54.94,0,13.3,22.9,Partially cloudy
02-07-2022,20:00,22,21.6,28.8,29.3,61.13,0,3.6,92,Overcast
02-07-2022,21:00,22.1,21.9,28.6,26.4,75.83,0,8.2,93.1,Overcast
02-07-2022,22:00,21.9,21.7,28.4,25.5,81.95,0.085,11.6,85.5,"Rain, Partially cloudy"
02-07-2022,23:00,21.8,22,28.2,24.8,88.11,0.085,3.2,64.2,"Rain, Partially cloudy"
03-07-2022,00:00,21.7,22.1,28,24.4,90.38,0,2.2,24,Partially cloudy
03-07-2022,01:00,21.6,21.9,27.8,23.9,92.02,0,2.2,24.8,Partially cloudy
03-07-2022,02:00,21.6,21.8,27.6,23.2,96.14,0,3.3,0,Clear
03-07-2022,03:00,21.3,21.7,27.4,23.3,95.99,0,0,4.9,Clear
03-07-2022,04:00,21.7,21.6,27.2,22.7,97.18,0,7.9,0,Clear
03-07-2022,05:00,21.9,21.6,27,23,97.83,0,2.1,0,Clear
03-07-2022,06:00,21.7,21.3,26.8,22.7,97.5,0,1.5,22.9,Partially cloudy
03-07-2022,07:00,21.3,21.7,26.7,24,96.7,0,0.5,74.1,Partially cloudy
03-07-2022,08:00,20.9,21.9,26.7,25,91.41,0,2.6,69.2,Partially cloudy
03-07-2022,09:00,21.7,21.7,26.6,27.6,75.01,0,11.7,47.2,Partially cloudy
03-07-2022,10:00,21,21.3,26.7,28.7,68,0,13,24.8,Partially cloudy
03-07-2022,11:00,21.2,20.9,27,30.4,58.69,0,8.8,7.8,Clear
03-07-2022,12:00,21.4,21.7,27.3,31.8,52.86,0,8.6,12.6,Clear
03-07-2022,13:00,21.6,21,27.7,32.5,52.6,0,12,50,Partially cloudy
03-07-2022,14:00,21.6,21.2,28,33.2,48.72,0,8.6,45.1,Partially cloudy
03-07-2022,15:00,21.3,21.4,28.5,33.4,48.73,0,7.4,50,Partially cloudy
03-07-2022,16:00,21.9,21.6,28.8,34.3,44.75,0,7.8,36.1,Partially cloudy
03-07-2022,17:00,21.2,21.6,29.1,34.2,42.86,0,4.2,36.1,Partially cloudy
03-07-2022,18:00,21.2,21.3,29.2,33.9,43.65,0,8.3,35.4,Partially cloudy
03-07-2022,19:00,21.3,21.9,29.2,30.9,60.8,0,12.9,50,Partially cloudy
03-07-2022,20:00,22,21.2,29,27,78.68,0,11.6,92.9,Overcast
03-07-2022,21:00,22.2,21.2,28.9,24.3,91.2,0,16.2,100,Overcast
03-07-2022,22:00,26.5,21.3,28.7,23.5,90.48,0,2.7,99.4,Overcast
03-07-2022,23:00,25.7,22,28.4,23.6,92.55,0,2.4,62.3,Partially cloudy
04-07-2022,00:00,25.5,22.2,28.2,23.5,96.62,0.029,2.7,90.3,"Rain, Overcast"
04-07-2022,01:00,25,26.5,28,23.4,96.45,0,0,30.9,Partially cloudy
04-07-2022,02:00,24.9,25.7,27.8,23.2,95.96,0,2.2,0,Clear
04-07-2022,03:00,24.4,25.5,27.6,23,97.26,0,2.2,0,Clear
04-07-2022,04:00,24.3,25,27.4,22.9,97.45,0,1.5,0,Clear
04-07-2022,05:00,24.1,24.9,27.2,23,97.7,0,2.1,0,Clear
04-07-2022,06:00,23.8,24.4,27,22.9,98.02,0.185,2.1,16.4,Rain
04-07-2022,07:00,23.6,24.3,26.9,23.6,97.38,0,5.4,12.6,Clear
04-07-2022,08:00,23.4,24.1,26.9,25.3,92.7,0,0.7,72.5,Partially cloudy
04-07-2022,09:00,23.7,23.8,26.9,27.2,84.84,0.195,0.3,84.4,"Rain, Partially cloudy"
04-07-2022,10:00,23.7,23.6,27,28.8,73.98,0.494,5.2,77.9,"Rain, Partially cloudy"
04-07-2022,11:00,23.4,23.4,27.3,29.7,69.29,0.494,3.9,39.9,"Rain, Partially cloudy"
04-07-2022,12:00,22.8,23.7,27.7,31.6,58.62,0.494,5.4,77.9,"Rain, Partially cloudy"
04-07-2022,13:00,22.7,23.7,28.3,32.8,54.25,0.309,8.8,29.6,"Rain, Partially cloudy"
04-07-2022,14:00,22.6,23.4,28.8,33.4,49.47,0.309,8.9,7.8,Rain
04-07-2022,15:00,23,22.8,29.3,34.6,45.21,0.309,7.3,19.1,Rain
04-07-2022,16:00,22,22.7,29.6,34.8,43.22,0.185,3.6,31.2,"Rain, Partially cloudy"
04-07-2022,17:00,22.2,22.6,29.8,34.8,45.15,0.185,8.7,14.2,Rain
04-07-2022,18:00,22.2,23,29.9,34.6,47.27,0,11.1,19.1,Clear
04-07-2022,19:00,23.1,22,29.8,33,53.83,0,9.3,14.2,Clear
04-07-2022,20:00,22.8,22.2,29.7,31.4,60.78,0,8.4,14.2,Clear
04-07-2022,21:00,22.2,22.2,29.5,30,66.59,0.185,6.2,19.1,Rain
04-07-2022,22:00,22.8,23.1,29.2,28.2,74.84,0,5.8,16.4,Clear
04-07-2022,23:00,22.7,22.8,29,27.4,78.49,0,0,7.8,Clear
05-07-2022,00:00,21.9,22.2,28.8,26.2,86.23,0,2.7,12.6,Clear
05-07-2022,01:00,22,22.8,28.6,26,87.94,0.185,2.7,0,Rain
05-07-2022,02:00,22.1,22.7,28.3,25.7,87.41,0,6.5,0,Clear
05-07-2022,03:00,22,21.9,28.1,25.3,88.2,0,4.9,0,Clear
05-07-2022,04:00,22.2,22,27.9,24.5,92.97,0,0.5,4.9,Clear
05-07-2022,05:00,22,22.1,27.7,24.3,95.67,0.185,1.5,8.7,Rain
05-07-2022,06:00,22.1,22,27.6,23.9,96.02,0,0,7.8,Clear
05-07-2022,07:00,22.2,22.2,27.4,25.3,92.42,0,2.1,7.8,Clear
05-07-2022,08:00,22.3,22,27.4,26.8,86.34,0,8.1,43.5,Partially cloudy
05-07-2022,09:00,21.8,22.1,27.4,28.3,78.68,0,1.3,19.1,Clear
05-07-2022,10:00,22,22.2,27.4,30.4,71.48,0,5.6,22.9,Partially cloudy
05-07-2022,11:00,21.8,22.3,27.6,30.7,66.86,0,2.6,77.9,Partially cloudy
05-07-2022,12:00,21.9,21.8,27.9,33.2,57.94,0,3,34.6,Partially cloudy
05-07-2022,13:00,22,22,28.4,33.6,54.07,0,4.8,36.1,Partially cloudy
05-07-2022,14:00,21.8,21.8,29,34.6,50.51,0,9.8,33.4,Partially cloudy
05-07-2022,15:00,21.8,21.9,29.5,35.3,48.39,0,10.6,34.6,Partially cloudy
05-07-2022,16:00,22.2,22,29.8,36,45.54,0,8.1,15.8,Clear
05-07-2022,17:00,22.3,21.8,30,34.5,52.46,0,13,46.9,Partially cloudy
05-07-2022,18:00,21.4,21.8,30.2,29.6,67.92,0,19.3,89,Partially cloudy
05-07-2022,19:00,21.6,22.2,30.1,30.9,65.89,0,3.1,34,Partially cloudy
05-07-2022,20:00,21.9,22.3,29.9,29.2,69.68,0,7.8,30.2,Partially cloudy
05-07-2022,21:00,21.9,21.4,29.7,28.5,72.6,0,6.9,19.5,Clear
05-07-2022,22:00,22.3,21.6,29.5,27,79.76,0,6.7,4.9,Clear
05-07-2022,23:00,21.9,21.9,29.3,25.9,83.47,0,6.2,7.8,Clear
06-07-2022,00:00,22,21.9,29,25.3,85.78,0,2.3,0,Clear
06-07-2022,01:00,21.5,22.3,28.8,25.2,84.54,0,0.7,0,Clear
06-07-2022,02:00,21.5,21.9,28.6,24.3,90.65,0,2.2,0,Clear
06-07-2022,03:00,22.1,22,28.4,24.4,91.58,0,0,0,Clear
06-07-2022,04:00,21.5,21.5,28.2,24.3,93.15,0,0.7,0,Clear
06-07-2022,05:00,21.7,21.5,28,24,94.77,0,2.2,0,Clear
06-07-2022,06:00,21.8,22.1,27.8,23.9,95.45,0,2.2,14.2,Clear
06-07-2022,07:00,21.7,21.5,27.7,25.5,90.92,0,4.7,14.2,Clear
06-07-2022,08:00,21.4,21.7,27.6,26.9,84.55,0,8.2,7.8,Clear
06-07-2022,09:00,21.3,21.8,27.5,28.7,78.67,0,7.1,14.2,Clear
06-07-2022,10:00,21.6,21.7,27.7,30.3,71.24,0,7,28.6,Partially cloudy
06-07-2022,11:00,21.4,21.4,27.9,32.3,61.01,0,8.7,42.8,Partially cloudy
06-07-2022,12:00,21.5,21.3,28.3,32.2,62.26,0,4.7,76.7,Partially cloudy
06-07-2022,13:00,21.8,21.6,28.8,33.3,57.26,0,7.2,76.7,Partially cloudy
06-07-2022,14:00,21.2,21.4,29.2,34.6,52.26,0,11.7,50,Partially cloudy
06-07-2022,15:00,22,21.5,29.6,34.2,51.61,0,9.8,34.6,Partially cloudy
06-07-2022,16:00,21.3,21.8,29.9,34.9,49.38,0,11.1,76.7,Partially cloudy
06-07-2022,17:00,22.1,21.2,30,32.4,59.42,0,13.5,89,Partially cloudy
06-07-2022,18:00,21.3,22,30,32.1,64.21,0,10,84.4,Partially cloudy
06-07-2022,19:00,21.3,21.3,29.9,30.7,65.18,0,13.2,80.3,Partially cloudy
06-07-2022,20:00,21.9,22.1,29.8,28.7,73.11,0,9.4,25.3,Partially cloudy
06-07-2022,21:00,22.1,21.3,29.6,27.5,79.06,0,5.6,25.3,Partially cloudy
06-07-2022,22:00,21.2,21.3,29.5,26.8,83.02,0,7.8,28.5,Partially cloudy
06-07-2022,23:00,21.9,21.9,29.2,25.9,86.83,0,3.9,56.2,Partially cloudy
07-07-2022,00:00,21.5,22.1,29,25.6,88.72,0,0,14.2,Clear
07-07-2022,01:00,21.5,21.2,28.8,24.9,92.42,0,4.9,0,Clear
07-07-2022,02:00,21.1,21.9,28.6,24.5,92.65,0,2.1,0,Clear
07-07-2022,03:00,21.2,21.5,28.4,24.3,95.76,0,8.5,0,Clear
07-07-2022,04:00,21.4,21.5,28.2,24.2,95.56,0,4.9,0,Clear
07-07-2022,05:00,21.6,21.1,28,24.2,95.57,0,0.5,0,Clear
07-07-2022,06:00,21.5,21.2,27.9,24,95.94,0,1.5,85.2,Partially cloudy
07-07-2022,07:00,21.1,21.4,27.7,25.1,93.74,0,2.7,40.9,Partially cloudy
07-07-2022,08:00,21.3,21.6,27.7,27.3,83.02,0,6.5,12.6,Clear
07-07-2022,09:00,21.4,21.5,27.7,29.4,73.91,0,7.8,16.4,Clear
07-07-2022,10:00,21,21.1,27.7,30.5,70.82,0,3.6,90,Partially cloudy
07-07-2022,11:00,21.4,21.3,27.9,32,66.52,0,9.2,61.1,Partially cloudy
07-07-2022,12:00,21.2,21.4,28.1,32.7,64.75,0,9.9,64.9,Partially cloudy
07-07-2022,13:00,21.1,21,28.3,32,68.17,0,9.4,89,Partially cloudy
07-07-2022,14:00,21.6,21.4,28.3,34.5,56.13,0,14.4,52,Partially cloudy
07-07-2022,15:00,20.9,21.2,28.6,34,58.49,0,17.7,62.3,Partially cloudy
07-07-2022,16:00,21.2,21.1,29,33.9,56.82,0,10.6,89,Partially cloudy
07-07-2022,17:00,21.2,21.6,29.1,28.3,77.11,0.224,11.8,52,"Rain, Partially cloudy"
07-07-2022,18:00,21.8,20.9,29,28,74.03,0.126,12.8,64.2,"Rain, Partially cloudy"
07-07-2022,19:00,20.8,21.2,28.8,27.4,75.53,0,2.7,28.5,Partially cloudy
07-07-2022,20:00,21.4,21.2,28.6,26.7,81.29,0,6.5,25.3,Partially cloudy
07-07-2022,21:00,21.5,21.8,28.3,25.8,88.67,0,6,14.2,Clear
07-07-2022,22:00,21.2,20.8,28.2,25.4,89.48,0,9.7,14.2,Clear
07-07-2022,23:00,20.9,21.4,28,24.5,94.8,0,2.7,8.2,Clear
08-07-2022,00:00,21,21.5,27.8,24.6,94.17,0,2.7,0,Clear
08-07-2022,01:00,21,21.2,27.7,24.2,95.06,0,1.5,0,Clear
08-07-2022,02:00,21.1,20.9,27.5,24.3,92.23,0,2.3,0,Clear
08-07-2022,03:00,21.3,21,27.4,23.4,97.14,0,2.3,0,Clear
08-07-2022,04:00,21.2,21,27.2,23.5,96.32,0,0,0,Clear
08-07-2022,05:00,21.2,21.1,27,23.3,97.29,0,0.7,0,Clear
08-07-2022,06:00,21.3,21.3,26.9,23.3,98.21,0,0,14.2,Clear
08-07-2022,07:00,21.1,21.2,26.7,24.7,94.43,0,0,7.8,Clear
08-07-2022,08:00,20.7,21.2,26.7,26.7,85.76,0,2.7,7.8,Clear
08-07-2022,09:00,20.7,21.3,26.7,29.1,74.71,0,3.7,7.8,Clear
08-07-2022,10:00,20.7,21.1,26.9,31.4,65.91,0,7.9,7.8,Clear
08-07-2022,11:00,20.8,20.7,27.2,33.1,60.52,0,11.6,36.1,Partially cloudy
08-07-2022,12:00,20.9,20.7,27.5,33.8,57.1,0,8.3,85.2,Partially cloudy
08-07-2022,13:00,21.1,20.7,27.9,34.1,55.48,0,9.3,63.2,Partially cloudy
08-07-2022,14:00,21.3,20.8,28.3,35.3,52.07,0,4.7,50,Partially cloudy
08-07-2022,15:00,21.1,20.9,28.6,34.5,54.88,0,9.8,96.5,Overcast
08-07-2022,16:00,21.6,21.1,29,35.3,52.04,0,15.3,76.7,Partially cloudy
08-07-2022,17:00,20.9,21.3,29.1,35.7,49.06,0,12.3,50,Partially cloudy
08-07-2022,18:00,21.7,21.1,29.2,35.4,47,0,9.3,76.7,Partially cloudy
08-07-2022,19:00,21.5,21.6,29.2,34.4,49.33,0,11.1,14.2,Clear
08-07-2022,20:00,21.4,20.9,29.1,31.9,59.53,0,6.7,14.2,Clear
08-07-2022,21:00,20.7,21.7,29,29.8,68.14,0,0,14.2,Clear
08-07-2022,22:00,21.5,21.5,28.8,28.7,73.97,0,6,12.6,Clear
08-07-2022,23:00,21.3,21.4,28.6,28.6,78.68,0,10,12.6,Clear
09-07-2022,00:00,20.8,20.7,28.4,28.2,82.65,0,13,0,Clear
09-07-2022,01:00,21,21.5,28.3,27.8,82.33,0,7.1,0,Clear
09-07-2022,02:00,21.1,21.3,28.1,27.1,85.61,0,6.2,55,Partially cloudy
09-07-2022,03:00,21.2,20.8,28,26.9,87.77,0,9.7,61.8,Partially cloudy
09-07-2022,04:00,21.1,21,27.9,26.3,91.2,0,8.4,66.7,Partially cloudy
09-07-2022,05:00,21.1,21.1,27.7,26.3,93.32,0,1.5,78.2,Partially cloudy
09-07-2022,06:00,30.9,21.2,27.5,26.3,93.51,0,3.6,96.8,Overcast
09-07-2022,07:00,32.3,21.1,27.3,22.6,95.6,0.099,14.4,80.2,"Rain, Partially cloudy"
09-07-2022,08:00,31.6,21.1,27.1,22.4,96.86,0.537,3.2,100,"Rain, Overcast"
09-07-2022,09:00,30.5,30.9,26.9,23.1,96.5,0.726,5.7,83.1,"Rain, Partially cloudy"
09-07-2022,10:00,29.5,32.3,27,26,88.64,0,8.3,57.3,Partially cloudy
09-07-2022,11:00,29.1,31.6,27.2,28.6,73.29,0,8.6,71.7,Partially cloudy
09-07-2022,12:00,28.7,30.5,27.5,30.9,60.92,0,9.6,83.9,Partially cloudy
09-07-2022,13:00,28.5,29.5,27.9,31.9,57.42,0,11.3,42.3,Partially cloudy
09-07-2022,14:00,28.2,29.1,28.4,33,55.88,0,4.1,50,Partially cloudy
09-07-2022,15:00,27.9,28.7,28.7,32.4,60.76,0,7.9,89,Partially cloudy
09-07-2022,16:00,27.1,28.5,29,33.7,54.4,0,5.2,31.2,Partially cloudy
09-07-2022,17:00,27.2,28.2,29.1,29.4,70.45,0,19.3,89,Partially cloudy
09-07-2022,18:00,27.3,27.9,29.1,25.5,91.66,1.105,21,97.4,"Rain, Overcast"
09-07-2022,19:00,27.3,27.1,29,23.9,94.42,0.048,9.3,92.3,"Rain, Overcast"
09-07-2022,20:00,27.3,27.2,28.7,23.2,95.41,0.085,7.3,36.9,"Rain, Partially cloudy"
09-07-2022,21:00,27.2,27.3,28.5,23.2,96.68,0,8.1,88.3,Partially cloudy
09-07-2022,22:00,27.1,27.3,28.3,23.5,95.88,0.103,7.1,92.2,"Rain, Overcast"
09-07-2022,23:00,26.8,27.3,28.1,23.5,97.4,0,12.3,28.5,Partially cloudy
10-07-2022,00:00,27.1,27.2,27.9,23.5,97.99,0,6.2,87.7,Partially cloudy
10-07-2022,01:00,26.8,27.1,27.8,23.4,97.86,0,7.2,100,Overcast
10-07-2022,02:00,26.6,26.8,27.7,23.5,97.92,0,1.5,90,Partially cloudy
10-07-2022,03:00,26.7,27.1,27.5,23.6,96.99,0,4.2,100,Overcast
10-07-2022,04:00,26.5,26.8,27.4,23.7,97.64,0,10.3,100,Overcast
10-07-2022,05:00,26.4,26.6,27.3,23.7,98.19,0,2.3,95.8,Overcast
10-07-2022,06:00,26.3,26.7,27.2,23.8,96.86,0,4.1,100,Overcast
10-07-2022,07:00,26.2,26.5,27,23.6,96.36,0,9.5,100,Overcast
10-07-2022,08:00,26.4,26.4,27,24,94.66,0,8.2,100,Overcast
10-07-2022,09:00,26.5,26.3,26.9,24.5,91.82,0,11.3,100,Overcast
10-07-2022,10:00,26.1,26.2,26.9,24.8,90.09,0,14.3,100,Overcast
10-07-2022,11:00,25.7,26.4,27,26.6,81.16,0,13.9,100,Overcast
10-07-2022,12:00,25.6,26.5,27.1,27,77.74,0,14.7,100,Overcast
10-07-2022,13:00,25.7,26.1,27.1,27.3,73.73,0,12.9,100,Overcast
10-07-2022,14:00,25.5,25.7,27.2,26.5,75.24,0,18.1,100,Overcast
